NAME,CLUBS,ATWins,ATLosses,winRatio,poolWins,poolLosses,poolWinRatio,DEWins,DELosses,DEWinRatio
"
                    Kathryn Snyder",Knights Of Siena (SC),67,151,30.7%,54,124,30.3%,13,27,32.5%
"
                    Derek Kim",Golubitsky Fencing Center,302,328,47.9%,245,248,49.7%,57,80,41.6%
"
                    Isabella Paulus",Gutkovskiy Fencing Academy,325,533,37.9%,272,414,39.7%,53,119,30.8%
"
                    Caleb Nykamp",West Michigan Fencing Academy,129,80,61.7%,93,58,61.6%,36,22,62.1%
"
                    Nicholas Reeder",College of William & Mary Fencing Club,78,52,60.0%,55,36,60.4%,23,16,59.0%
"
                    Taylor Sartori",Boston College NCAA,324,213,60.3%,244,152,61.6%,80,61,56.7%
"
                    Haojia Liang",V Fencing Club / Renaissance Fencing Club,70,186,27.3%,58,150,27.9%,12,36,25.0%
"
                    Kateryna Varan",Windy City Fencing-Chicago,120,239,33.4%,96,192,33.3%,24,47,33.8%
"
                    Mira Vestel",US Air Force Academy NCAA University / Halberstadt Fencers' Club,342,183,65.1%,249,124,66.8%,93,59,61.2%
"
                    Nika Filippov",Alliance Fencing Academy,160,169,48.6%,126,128,49.6%,34,41,45.3%
"
                    Ijlal Baber",Orlando Fencing Academy,56,56,50.0%,40,41,49.4%,16,15,51.6%
"
                    Shang Feng",Olympia Fencing Center,297,226,56.8%,217,166,56.7%,80,60,57.1%
"
                    Owen Jiang",Moe Fencing Club LLC,637,397,61.6%,472,272,63.4%,165,125,56.9%
"
                    Nile Brunson",ArtDu Fencing,118,60,66.3%,91,39,70.0%,27,21,56.2%
"
                    ILHO CHOI",Boston Fencing Club,23,6,79.3%,11,5,68.8%,12,1,92.3%
"
                    Melissa Chiang",Zeta Fencing,357,325,52.3%,262,240,52.2%,95,85,52.8%
"
                    Elden Wood",University Of North Carolina/Chapel Hill NCAA / University Of North Carolina/Chapel Hill NCAA,409,177,69.8%,275,113,70.9%,134,64,67.7%
"
                    Kristjan Dinsay",Elite Fencing Club / Elite Fencing Club,667,479,58.2%,503,342,59.5%,164,137,54.5%
"
                    Luke Paule",Saint Louis Fencing Club,7,1,87.5%,5,-,100.0%,2,1,66.7%
"
                    Mark Kruger",Fortune Fencing,105,147,41.7%,84,113,42.6%,21,34,38.2%
"
                    Kian Dierks",Golden State Fencing Academy,431,300,59.0%,307,226,57.6%,124,74,62.6%
"
                    Christopher Getsla",Cabrillo Academy Of The Sword LLC,29,30,49.2%,25,21,54.3%,4,9,30.8%
"
                    Grace li",Center for Blade Arts / Center for Blade Arts,48,68,41.4%,37,53,41.1%,11,15,42.3%
"
                    Chenfei zhang",Bergen Fencing Club,208,144,59.1%,157,104,60.2%,51,40,56.0%
"
                    Mahmoud Elshal",Platinum Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Emilio Gonzalez",Scarsdale Fencing Center / Fencers Club Inc.,503,133,79.1%,319,73,81.4%,184,60,75.4%
"
                    Eli Weise",Kaizen Academy LLC / Vassar College Fencing Club NCAA,192,132,59.3%,138,96,59.0%,54,36,60.0%
"
                    Sam Markowitz",Nova Fencing Club,12,20,37.5%,11,15,42.3%,1,5,16.7%
"
                    Diya Vijayakumar",Apex Fencing Academy,251,200,55.7%,185,146,55.9%,66,54,55.0%
"
                    Barry Litt",Marx Fencing Academy / Marx Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Luke Kugler",New York Fencing Academy,249,151,62.3%,175,108,61.8%,74,43,63.2%
"
                    Thomas Van Vacter",Alamo Fencing Academy,135,273,33.1%,108,216,33.3%,27,57,32.1%
"
                    Anthony Romero",Saint Louis Fencing Club,4,13,23.5%,3,10,23.1%,1,3,25.0%
"
                    Caleb Wong",Integrity Fencing Studio,257,474,35.2%,205,375,35.3%,52,99,34.4%
"
                    MJ Jensen",Olympia Fencing Center,88,235,27.2%,74,188,28.2%,14,47,23.0%
"
                    Athina Kwon",Northwestern University NCAA / Battle Born Fencing Club,155,109,58.7%,123,81,60.3%,32,28,53.3%
"
                    Ryan Miller",Salle New Bern,51,24,68.0%,38,15,71.7%,13,9,59.1%
"
                    Daniel Baxter",Northwest Fencing Center,81,59,57.9%,59,39,60.2%,22,20,52.4%
"
                    Felicia Zimmermann ",Rochester Fencing Club,4,1,80.0%,3,-,100.0%,1,1,50.0%
"
                    William Lehr",New York University NCAA / Mission Fencing Center,362,238,60.3%,267,171,61.0%,95,67,58.6%
"
                    Chuntao Dan",Cardinal Fencing Academy,25,77,24.5%,23,62,27.1%,2,15,11.8%
"
                    Joseph Mastronardi",Worcester Fencing Club,54,66,45.0%,41,50,45.1%,13,16,44.8%
"
                    Nathan Qiu",Spartak,494,267,64.9%,358,183,66.2%,136,84,61.8%
"
                    Alexandar Petrovich",Windy City Fencing-Chicago,96,190,33.6%,80,151,34.6%,16,39,29.1%
"
                    Alexander Liu",Alliance Fencing Academy,544,201,73.0%,372,132,73.8%,172,69,71.4%
"
                    Paul Sise",Pioneer Valley Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Jeffrey Davis",Davis Fencing Academy of Miami / Nova Fencing Club,40,27,59.7%,28,19,59.6%,12,8,60.0%
"
                    Sterre Hoogendoorn",Cornell University NCAA,121,90,57.3%,95,65,59.4%,26,25,51.0%
"
                    Daniel Gao🎂",Cavalier Fencing Club,817,516,61.3%,552,372,59.7%,265,144,64.8%
"
                    Lita Drysdale",Beverly Hills Fencers' Club,130,105,55.3%,99,75,56.9%,31,30,50.8%
"
                    CHLOE BARANOSKI",Grand Rapids Fencing Academy,71,78,47.7%,59,55,51.8%,12,23,34.3%
"
                    Emery Hood",Fencing Academy Of Philadelphia / Fencing Academy Of Philadelphia North,70,143,32.9%,56,114,32.9%,14,29,32.6%
"
                    Owen Hannon",Northwest Fencing Center,121,142,46.0%,93,109,46.0%,28,33,45.9%
"
                    Aydin Lucero-Olson",LA International Fencing / Halberstadt Fencers' Club,205,173,54.2%,148,128,53.6%,57,45,55.9%
"
                    Alicia Feng",Premier Fencing Academy,446,390,53.3%,343,281,55.0%,103,109,48.6%
"
                    Edwin Cauthen",Appalachian State University Fencing Club,25,33,43.1%,23,25,47.9%,2,8,20.0%
"
                    Richard Mayer",Gutkovskiy Fencing Academy,118,109,52.0%,97,77,55.7%,21,32,39.6%
"
                    Matthew Bertrand",Ann Arbor Dueling Society,15,13,53.6%,13,9,59.1%,2,4,33.3%
"
                    Noah Green",Portland Fencing Center / West Michigan Fencing Academy,10,10,50.0%,9,7,56.2%,1,3,25.0%
"
                    Ahmed Fayez",Elite Fencing Academy (GA) / Elite Fencing Academy (VA),22,5,81.5%,15,2,88.2%,7,3,70.0%
"
                    Kevin Cai",Academy Of Fencing Masters (AFM),191,87,68.7%,139,56,71.3%,52,31,62.7%
"
                    Jeanne Amistoso",Prime Fencing Academy,29,35,45.3%,24,26,48.0%,5,9,35.7%
"
                    ruhaan munjuluri",Durkan Fencing Academy,34,73,31.8%,26,58,31.0%,8,15,34.8%
"
                    Andrea Munoz",No Fear Fencing / Fortune Fencing,86,53,61.9%,63,36,63.6%,23,17,57.5%
"
                    Vincent Oriatti-Bruns",Midwest Fencing Club,78,51,60.5%,56,36,60.9%,22,15,59.5%
"
                    Henry Lawson",Fencers Club Inc.,310,85,78.5%,193,49,79.8%,117,36,76.5%
"
                    Alex Brown",Tiger Fencing Club / Peters Township Fencing Club,33,32,50.8%,29,24,54.7%,4,8,33.3%
"
                    Sophie Neuman",Way Of The Sword.Org,144,194,42.6%,115,149,43.6%,29,45,39.2%
"
                    John Leyland",RedStar Fencing Club Chicago,66,113,36.9%,55,87,38.7%,11,26,29.7%
"
                    Alexander Van Den Bergh",Medeo Fencing Club,6,2,75.0%,5,1,83.3%,1,1,50.0%
"
                    Natalie Chaykina",Indianapolis Fencing Club,26,59,30.6%,22,47,31.9%,4,12,25.0%
"
                    Blake Hallman",Fencing Center Of Chicago,17,25,40.5%,13,19,40.6%,4,6,40.0%
"
                    Luke Sokol",Medeo Fencing Club,191,179,51.6%,144,133,52.0%,47,46,50.5%
"
                    Pilar Maldonado",Alliance Fencing Academy,247,151,62.1%,189,105,64.3%,58,46,55.8%
"
                    Eric Mitchell",Fencing Academy Of Philadelphia North,21,3,87.5%,15,2,88.2%,6,1,85.7%
"
                    Mitchell Schrank",University Of Michigan Fencing Club,17,14,54.8%,14,10,58.3%,3,4,42.9%
"
                    Kayla Chan",PDX Fencing,70,117,37.4%,56,92,37.8%,14,25,35.9%
"
                    Aaron Gerrick",Gold Blade Fencing Center,4,3,57.1%,3,2,60.0%,1,1,50.0%
"
                    Bailey Partridge",Rhode Island Fencing Academy And Club,-,-,-,-,-,-,-,-,-
"
                    Patrick Simpson",Blackstone Valley Fencing Academy / Sacred Heart University NCAA,349,324,51.9%,285,235,54.8%,64,89,41.8%
"
                    Aeres Zhou",Renaissance Fencing Club,233,199,53.9%,181,148,55.0%,52,51,50.5%
"
                    Elian Freyre De Andrade",Fencing Academy Of Denver / Denver Fencing Center,377,309,55.0%,284,232,55.0%,93,77,54.7%
"
                    Alexis Bienstock",University Of Pennsylvania NCAA,50,102,32.9%,38,81,31.9%,12,21,36.4%
"
                    Joanne Stevens",Fencers Club Inc.,80,63,55.9%,58,45,56.3%,22,18,55.0%
"
                    Sammy Nathanson",Dynamo Fencing Center Inc.,282,180,61.0%,215,125,63.2%,67,55,54.9%
"
                    Carlene Carter",Winter Garden Fencing Academy / Orlando Fencing Club,8,26,23.5%,5,21,19.2%,3,5,37.5%
"
                    Kashi Way",DC Fencers Club,57,34,62.6%,42,23,64.6%,15,11,57.7%
"
                    Matthew Hrehocik",Denison University Fencing NCAA,50,37,57.5%,37,25,59.7%,13,12,52.0%
"
                    Angelina Skourletos",Fencing Center Of Chicago,402,279,59.0%,288,197,59.4%,114,82,58.2%
"
                    Isaac Choi",Northwest Fencing Center,370,202,64.7%,259,142,64.6%,111,60,64.9%
"
                    Michael Szczesniak",Advance Fencing And Fitness Academy / New York Athletic Club,-,-,-,-,-,-,-,-,-
"
                    Craig Harkins",Lotus Fencing Academy,6,3,66.7%,4,2,66.7%,2,1,66.7%
"
                    Sangyup Lee",Battle Born Fencing Club,3,2,60.0%,3,1,75.0%,-,1,0.0%
"
                    Milo Stammers",Royal Fencing Academy,10,38,20.8%,8,31,20.5%,2,7,22.2%
"
                    Keira Lonadier",Marx Fencing Academy,296,223,57.0%,232,160,59.2%,64,63,50.4%
"
                    John Cortizas",Boston Fencing Club,66,77,46.2%,53,58,47.7%,13,19,40.6%
"
                    Maximilian Popovici",Alliance Fencing Academy,121,93,56.5%,97,67,59.1%,24,26,48.0%
"
                    Robert Grainger",North Florida Fencing Club,42,54,43.8%,35,40,46.7%,7,14,33.3%
"
                    Nicolas Maurel",Capital Fencing Academy,17,20,45.9%,13,15,46.4%,4,5,44.4%
"
                    Mike Rabinowitz",Triple Threat Fencing Academy,29,20,59.2%,22,14,61.1%,7,6,53.8%
"
                    William Lim",Southern California Fencing Academy (SOCALFA) / Globus Fencing Academy,472,234,66.9%,341,154,68.9%,131,80,62.1%
"
                    Gabriel Armijo",Peter Westbrook Foundation / Fencers Club Inc.,125,41,75.3%,87,22,79.8%,38,19,66.7%
"
                    Daniel Krogh",Northwest Fencing Center,15,13,53.6%,13,9,59.1%,2,4,33.3%
"
                    Anjali Pal",University Of North Carolina/Chapel Hill NCAA / Triple Threat Fencing Academy,119,118,50.2%,97,87,52.7%,22,31,41.5%
"
                    Omar Fadl",AIC  Fencing Club,190,110,63.3%,138,77,64.2%,52,33,61.2%
"
                    Dexter Lourenco",Candlewood Fencing Center,12,10,54.5%,9,7,56.2%,3,3,50.0%
"
                    Joshua Siyanko",Rockland Fencers Club,112,81,58.0%,84,57,59.6%,28,24,53.8%
"
                    Monisha Tasker",Marx Fencing Academy / Worcester Fencing Club,104,242,30.1%,87,190,31.4%,17,52,24.6%
"
                    Elias Tesfaye",Olympia Fencing Center,126,187,40.3%,101,143,41.4%,25,44,36.2%
"
                    Eliza Mace",DC Fencers Club,114,102,52.8%,89,76,53.9%,25,26,49.0%
"
                    Tarek Ayad",Elite Fencing Club,10,1,90.9%,6,-,100.0%,4,1,80.0%
"
                    Albert Marchant",Rogue Fencing Academy / The Phoenix Center,263,149,63.8%,166,109,60.4%,97,40,70.8%
"
                    Dawei Wu",South Brooklyn Fencing,13,15,46.4%,11,11,50.0%,2,4,33.3%
"
                    Marisa Nadkarni",Capital Fencing Academy,114,89,56.2%,93,61,60.4%,21,28,42.9%
"
                    Nadia Dreyer",Nova Fencing Club,226,299,43.0%,176,225,43.9%,50,74,40.3%
"
                    Jasmina Denner",Scarsdale Fencing Center,176,62,73.9%,127,35,78.4%,49,27,64.5%
"
                    John Kissingford",Denver Fencing Center,189,95,66.5%,129,64,66.8%,60,31,65.9%
"
                    Christopher Leclercq",Marx Fencing Academy,6,2,75.0%,4,1,80.0%,2,1,66.7%
"
                    Michael Brown",New Orleans Fencers Club,-,-,-,-,-,-,-,-,-
"
                    Lane Parker",Southwest Fencing Club,91,83,52.3%,73,62,54.1%,18,21,46.2%
"
                    Irene Jung",Premier Fencing Academy,497,267,65.1%,352,179,66.3%,145,88,62.2%
"
                    James Solopoulos",Vivo Fencing Club,61,122,33.3%,47,98,32.4%,14,24,36.8%
"
                    Drew Feldman",Delaware Valley Fencers Club-PA,321,195,62.2%,233,134,63.5%,88,61,59.1%
"
                    Zoe Chernis",Alliance Fencing Academy,376,278,57.5%,275,205,57.3%,101,73,58.0%
"
                    Dylan Amolsch",ASER International Fencing Academy,61,127,32.4%,49,101,32.7%,12,26,31.6%
"
                    Nathan Lee",City of Thunder FC,14,22,38.9%,10,17,37.0%,4,5,44.4%
"
                    John Jones",Tanner City Fencers Club / Marx Fencing Academy,23,37,38.3%,15,29,34.1%,8,8,50.0%
"
                    Sophie Goldberg",Medeo Fencing Club / Penn State University Fencing Club,79,135,36.9%,72,113,38.9%,7,22,24.1%
"
                    Anthony Betts",NKY Fencing Academy (NKFA) / Hudson Centers For The Martial Arts,85,64,57.0%,58,46,55.8%,27,18,60.0%
"
                    Sofia Coelho",Moe Fencing Club LLC,71,108,39.7%,61,83,42.4%,10,25,28.6%
"
                    Adam Hofman",Fresno Fencing Club,11,6,64.7%,8,4,66.7%,3,2,60.0%
"
                    Dong-Ying Pai",Twin Cities Fencing Club,86,38,69.4%,56,26,68.3%,30,12,71.4%
"
                    Alexandra Wong",New York Fencing Academy,291,293,49.8%,230,221,51.0%,61,72,45.9%
"
                    Mateo Wilkins",SEMN Youth Enrichment League,197,120,62.1%,136,88,60.7%,61,32,65.6%
"
                    Dennis Guan",Nellya Fencers,177,137,56.4%,131,99,57.0%,46,38,54.8%
"
                    Bennett Nofziger",South Denver Fencing Academy,380,425,47.2%,281,327,46.2%,99,98,50.3%
"
                    Ryan Kim",Silicon Valley Fencing Center,603,435,58.1%,457,311,59.5%,146,124,54.1%
"
                    Jere Bothelio",Academy Of Fencing Masters (AFM) / Fortune Fencing,111,42,72.5%,73,25,74.5%,38,17,69.1%
"
                    Colin McChesney",Twin Cities Fencing Club,7,7,50.0%,7,5,58.3%,-,2,0.0%
"
                    Zachari Mendoza",LA International Fencing,300,244,55.1%,225,180,55.6%,75,64,54.0%
"
                    Mia Novick",Pennsylvania State University NCAA / Fencing Academy Of Denver,279,297,48.4%,225,226,49.9%,54,71,43.2%
"
                    Paul Gumagay",Penta Olympic Fencing Club,128,79,61.8%,99,53,65.1%,29,26,52.7%
"
                    Lira Cannon",Denver Fencing Center / California Fencing Academy,260,128,67.0%,186,90,67.4%,74,38,66.1%
"
                    Alyssa Cullen",Masters Fencing Academy NJ / Masters Fencing Academy NJ,45,75,37.5%,36,58,38.3%,9,17,34.6%
"
                    Jacob Lu",Kaizen Academy LLC,293,139,67.8%,211,91,69.9%,82,48,63.1%
"
                    Olivier Oreskovic",Olympia Fencing Center,67,157,29.9%,50,127,28.2%,17,30,36.2%
"
                    Isaac Erbele",DC Fencers Club,-,-,-,-,-,-,-,-,-
"
                    Ethan Toyofuku",West Berkeley Fencing Club,125,167,42.8%,95,132,41.9%,30,35,46.2%
"
                    Philip Kang",Alliance Fencing Academy,314,184,63.1%,227,129,63.8%,87,55,61.3%
"
                    Evelyn Cheng",Silicon Valley Fencing Center / Columbia University NCAA,351,99,78.0%,237,55,81.2%,114,44,72.2%
"
                    John Cracraft",Halberstadt Fencers' Club / Halberstadt Fencers' Club,80,85,48.5%,66,62,51.6%,14,23,37.8%
"
                    Zachary Morey",Tidewater Fencing Club,134,83,61.8%,102,57,64.2%,32,26,55.2%
"
                    Lincoln Lopez",Florida Fencing Academy,55,61,47.4%,42,46,47.7%,13,15,46.4%
"
                    Luka Sankey",Southwest Fencing Club,7,13,35.0%,5,10,33.3%,2,3,40.0%
"
                    Patrick Lausi",Edge of America Fencing,84,30,73.7%,58,16,78.4%,26,14,65.0%
"
                    Colin O'Leary",Manchen Academy Of Fencing,69,64,51.9%,56,48,53.8%,13,16,44.8%
"
                    Amabel Wang",Tim Morehouse Fencing Club (Port Chester),666,300,68.9%,489,188,72.2%,177,112,61.2%
"
                    David Zalewski",Virginia Tech Fencing Club,57,40,58.8%,45,27,62.5%,12,13,48.0%
"
                    Tsvetelina Bakalova Hristov",Premier Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Naoum Issa",RedStar Fencing Club Chicago,56,65,46.3%,44,48,47.8%,12,17,41.4%
"
                    Colby Young",Battle Born Fencing Club,90,168,34.9%,73,133,35.4%,17,35,32.7%
"
                    Chaissen Costello",Sacred Heart University NCAA / Rhode Island Fencing Academy And Club,598,325,64.8%,437,216,66.9%,161,109,59.6%
"
                    Gabriel Barzousky",Bucks County Academy Of Fencing - West / Bucks County Academy Of Fencing,23,40,36.5%,14,33,29.8%,9,7,56.2%
"
                    Michael D'Asaro",Fencing Institute Of Texas,-,-,-,-,-,-,-,-,-
"
                    Oliver Sturn",Oregon Fencing Alliance,296,155,65.6%,225,100,69.2%,71,55,56.3%
"
                    Gabriela Danielyants",LA International Fencing,162,266,37.9%,127,213,37.4%,35,53,39.8%
"
                    Inkosi Brou","Peter Westbrook Foundation / Stamford Fencing Center, LLC",480,373,56.3%,350,267,56.7%,130,106,55.1%
"
                    Diego Calderon",San Diego Fencing Center,45,10,81.8%,23,7,76.7%,22,3,88.0%
"
                    saanvi mallavarpu",Illinois Fencing Academy,256,180,58.7%,209,122,63.1%,47,58,44.8%
"
                    Alexandra Nikolic",Naples Fencing Academy,502,290,63.4%,357,207,63.3%,145,83,63.6%
"
                    Pola Huchwajda",Research Triangle Fencing,98,33,74.8%,65,22,74.7%,33,11,75.0%
"
                    Molly Hormel",Denison University Fencing NCAA,35,170,17.1%,28,144,16.3%,7,26,21.2%
"
                    Victor Fei",San Diego Fencing Center,106,41,72.1%,73,26,73.7%,33,15,68.8%
"
                    Isaac Oden",Wagner College NCAA,215,189,53.2%,166,138,54.6%,49,51,49.0%
